severity,magnitude_index,failure_locus,facility_des,facility_loc,latitude,longditude,accuracy,google_place_id,country,type,ore_type,dam_type,dam_fill_material,dam_height,storage_vol,ICOLD_type,ICOLD_key,ICOLD_cause,incident_year,indident_date,release_volume,runout_distance,deaths,sources,notes
2,0.105448914,1,"Mulberry Phosphate, Polk County, Florida, USA (Mulberry Phosphate)","Mulberry Phosphate, Polk County, Florida, USA (Mulberry Phosphate)",27.8937109,-81.9732799,ROOFTOP,ChIJuTllEUc73YgRbQqKs98g_7s,US,"establishment,museum,point_of_interest,tourist_attraction",P,,,,,1,A,SE,1997,07-Dec-1997,200000,,,WISE; Beavers 2013.,"Phosphogypsum stack failure. Biota in the Alafia River eliminated (WISE). Mulberry Phosphate had a gypsum stack dam break that resulted in the release of approximately 50 million gallons of waters into adjacent marshes and ponds. Acidic water eventually traveled down the Alafia toward Tampa Bay. Estimates of fish killed ranged from 50,000 to 3,000,000 (An Overview of Phosphate Mining and Reclamation in Florida, Casey Beavers, University of Florida thesis, April 2013).(stack = impoundment in gypsum lingo?)"
3,,1,"Zamboanga Del Norte, Sibutad Gold Project (Philex Mining Corp)","Zamboanga Del Norte, Sibutad Gold Project (Philex Mining Corp)",8.6124105,123.4943968,APPROXIMATE,ChIJh4mAiKzBVDIR3HwaEr3Z21Y,PH,"locality,political",Au,,,,,1,A,OT,1997,06-Nov-1997,,,,Piplinks,Philex Gold Philippines Inc. Heavy rain caused mudflow and rockslide into silt dam at Lalab. Flashfloods damaged nearby houses and rice fields.
2,0.121266252,1,"Pinto Valley, Arizona, USA (BHP Copper)","Pinto Valley, Arizona, USA (BHP Copper)",33.3913436,-110.9709357,GEOMETRIC_CENTER,ChIJXyNz3Z54KYcRsGnLhWpoTOw,US,"establishment,point_of_interest",Cu,,,,,1,B,SI,1997,22-Oct-1997,230000,,,"ICOLD, WISE",Tailings dam slope failure. Tailings flow covers 16 hectares.
3,0.035480828,1,"Tranque Antiguo Planta La Cocinera, IV Region, Vallenar, Chile","Tranque Antiguo Planta La Cocinera, IV Region, Vallenar, Chile",-30.540181,-70.8119953,APPROXIMATE,ChIJlwJR-DU4iZYRoQPPxe4umIU,CL,"administrative_area_level_1,political",,US/CL,,30,,1,A,EQ,1997,14-Oct-1997,60000,0.15,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 80 km, dam slope 1.7:1; deaths in 1943 failure after 7.9 magnitude eartquake"
3,0,1,"Algarrobo, IV Region, Vallenar, Chile","Algarrobo, IV Region, Vallenar, Chile",-30.5066299,-71.1005538,APPROXIMATE,ChIJi0Muj0_Jj5YRILtjzZqRxYY,CL,"locality,political",Fe,US,,18,,1,A,EQ,1997,14-Oct-1997,,,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 100 km, dam slope 1.5:1"
3,0,1,"Algarrobo, IV Region, Vallenar, Chile","Algarrobo, IV Region, Vallenar, Chile",-30.5066299,-71.1005538,APPROXIMATE,ChIJi0Muj0_Jj5YRILtjzZqRxYY,CL,"locality,political",Fe,US,,20,,1,A,EQ,1997,14-Oct-1997,,,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 80 km, dam slope 1.5:1"
4,0,2,Garpenberg,Garpenberg,60.3130086,16.1880405,APPROXIMATE,ChIJd9keeqvwXUYRK7rT9iEj4J8,SE,"locality,political",,,,,,,,,,,,,,ec.europa.eu/environment/waste/mining/pdf/mining_dams_seminar.pdf  p 34,""" Leakage through the underground. Waste rock was placed on the downstream slope to stabilise the dam wall and the investigation showed that an over 100
years old pile of slag was imbedded in the foundation and crossing the dam body"""
,,1,"Maitén, IV Region, Vallenar, Chile","Maitén, IV Region, Vallenar, Chile",-28.7127036,-70.5303027,APPROXIMATE,ChIJwQRI91RTl5YRVt0xXoptMqw,CL,"locality,political",,US,,15,,1,A,EQ,1997,14-Oct-1997,,,,Villavicencio,"Intraplate earthquake Ms = 7.0, R = 120 km, dam slope 1.5:1"
3,,,Laisfall(Boliden),Laisfall(Boliden),,,,,,,"Pb,Zn,Ag",US,tailings moraine,40,,1,,,1996,,,,,ec.europa.eu/environment/waste/mining/pdf/mining_dams_seminar.pdf  p 34,"In a list of known swedish incidents as of 2001 "" Uncontrolled erosion at an internal dam due to earth works resulted in high
flows into the pond downstream."""
,,1,"Caraveli,Nazca, Peru","Caraveli,Nazca, Peru",-14.8286236,-74.9407846,GEOMETRIC_CENTER,ChIJy3f9mmseFJERW6mCol0LsTw,PE,"establishment,park,point_of_interest",,,,,,1,B,EQ,1996,,,,,pacheco,mercury & cyanide  contamination per Pacheco
2,0.158173372,1,"Amatista, Nazca, Peru","Amatista, Nazca, Peru",-14.8358687,-74.9327583,APPROXIMATE,ChIJ42JnoEMeFJERAuyQ6GSD4GQ,PE,"locality,political",,US,,,,1,B,EQ,1996,12-Nov-1996,300000,,,WISE,"Liquefaction failure of upstream-type tailings dam during M6.4 earthquake. Flow runout of about 600 meters, spill into river, croplands contaminated."
2,0.087522599,1,"El Porco, Bolivia (Comsur-62%, Rio Tinto-33%)","El Porco, Bolivia (Comsur-62%, Rio Tinto-33%)",-19.801279,-65.987534,APPROXIMATE,ChIJ325n8q_J_pMRRwJm_M0zb5Y,BO,"locality,political","Pb,Zn",,,,,1,A,U,1996,29-Aug-1996,166000,,,"ICOLD, WISE","400,000 tonnes released, ""300 km of Pilcomayo river contaminated""didn't include as data pending further decsription of the runout"
1,1.510257983,4,"Marcopper Mine,Tapian Pit Marinduque Island, Philippines (#2 of 2) (Placer Dome and President Marcos)","Marcopper Mine,Tapian Pit Marinduque Island, Philippines (#2 of 2) (Placer Dome and President Marcos)",,,,,PH,,Cu,,,,,1,A,ST,1996,24-Mar-1996,1600000,26,,"ICOLD, WISE, Piplinks",Inpit storage Drainage tunnel plug failed. 26 km of the Makulaquit and Boac river systems filled with tailings rendering them unusable; US$ 80 million in damage; no production after this event
2,0.26983996,1,"Sgurigrad, Bulgaria","Sgurigrad, Bulgaria",43.1811827,23.517919,APPROXIMATE,ChIJ4YhUsT0fq0ARgEwOzRSgAAo,BG,"locality,political","Pb,Zn",US,T,45,1520000,1,A,SI,1996,18-Jun-1905,220000,6,,"ICOLD, Rico",
3,,2,"Negros Occidental, Bulawan Mine Sipalay River, Philippines (Philex Mining Corp)","Negros Occidental, Bulawan Mine Sipalay River, Philippines (Philex Mining Corp)",9.7557365,122.4131012,APPROXIMATE,ChIJcYZtp3pSrDMRYfAjDrSLYqI,PH,"establishment,natural_feature",Au,,,,,1,A,U,1995,08-Dec-1995,0,,,Piplinks,Pressure exerted by impounded tailings caused leak in decant tower of tailings pond 1 at the Bulawan gold mine. This was the 4th discharge in this area (1st was in 1982);  mine reactivated by Philex in 1996 and decommissioned in 2002 after which tailings dried up causing a dust problem as far as 5km from site
3,5.27245E-05,2,"Golden Cross, Waitekauri Valley, New Zealand (Coeur d'Alène Mines)","Golden Cross, Waitekauri Valley, New Zealand (Coeur d'Alène Mines)",-37.376989,175.7731159,APPROXIMATE,ChIJ1aBiYPGPbW0RejyLgt_Dxyk,NZ,"neighborhood,political",Au,,R,25,3000000,1,A,FN,1995,01-Dec-1995,100,,,ICOLD,Movement of dam
,0,,"Surigao del Norte Placer, Philippines (Manila Mining Corp)","Surigao del Norte Placer, Philippines (Manila Mining Corp)",9.6646755,125.5945712,GEOMETRIC_CENTER,ChIJf1jbEhFHATMRFDZPU5rkZFc,PH,"establishment,point_of_interest",Au,WR,E,17,,,,,1995,01-Apr-1995,,,,pebblescience.org/pdfs/Tailings_dam.pdf,
2,0.883505086,1,"Surigao del Norte Placer, Philippines (#2 of 3) (Manila Mining Corp) 2nd event","Surigao del Norte Placer, Philippines (#2 of 3) (Manila Mining Corp) 2nd event",,,,,PH,,Au,WR,E,17,,1,B,FN,1995,02-Sep-1995,50000,,12,"ICOLD, WISE","12 people killed, coastal pollution "
1,4.265709255,1,"Omai Mine, Tailings dam No 1, 2, Guyana (Cambior)","Omai Mine, Tailings dam No 1, 2, Guyana (Cambior)",,,,,,,Au,WR,R,44,5250000,1,A,ER,1995,19-Aug-1995,4200000,80,,"ICOLD, WISE, Rico","Cambior Inc., Canada (65%), Golden Star Resources Inc., Colorado, USA (30%) 80 km of Essequibo River declared environmental disaster zone."
3,0.002636223,1,"Middle Arm, Launceston, Tasmania","Middle Arm, Launceston, Tasmania",-41.4415984,147.1325409,GEOMETRIC_CENTER,ChIJfcvc79mmcKoRrKq7_2K3gIU,AU,route,Au,CL,E,4,25000,1,A,OT,1995,25-Jun-1995,5000,,,ICOLD,
3,0.021089783,1,"Riltec, Mathinna, Tasmania","Riltec, Mathinna, Tasmania",-41.5270171,147.7884863,APPROXIMATE,ChIJ9Ur7hL7WcKoRAP3d0E3JAwQ,AU,"locality,political",Au,CL,E,7,120000,2,A,SE,1995,01-Jun-1995,40000,,,ICOLD,
2,,1,Tapo Canyon Northbridge California,Tapo Canyon Northbridge California,34.3234141,-118.7101937,ROOFTOP,ChIJqQbKs0Yq6IARPenOv44alCY,US,"establishment,park,point_of_interest,tourist_attraction",,,,24,,B,N,EQ,1994,17-Jan-1994,135000,,,Harder&Stewart 1996,liquefaction following earthquake.
1,1.001764688,1,"Hopewell Mine, Hillsborough County, Florida, USA","Hopewell Mine, Hillsborough County, Florida, USA",27.92833,-82.12389,APPROXIMATE,ChIJTZllNoEx3YgRaflh-YAbrYs,US,"locality,political",P,,,,,1,A,U,1994,19-Nov-1994,1900000,,,WISE,"IMC-Agrico.  Water from a clay settling pond spilled into nearby wetlands and the Alafia River, Keysville flooded."
1,3.585263092,1,"Payne Creek Mine, Polk County, Florida, USA","Payne Creek Mine, Polk County, Florida, USA",27.6116398,-81.9019379,APPROXIMATE,ChIJkWoSC6Dg3IgRinKswYkNkVY,US,"establishment,natural_feature",P,,,,,1,A,U,1994,02-Oct-1994,6800000,,,WISE,"IMC-Agrico. Majority of spill contained on adjacent mining area; 500,000 m3 released into Hickey Branch, a tributary of Payne Creek."
3,0.040070588,1,"Fort Meade Phosphate, Florida, USA ","Fort Meade Phosphate, Florida, USA ",27.742642,-81.8510948,ROOFTOP,ChIJXTGXxR8c3YgR3t99TV1eR-g,US,"establishment,general_contractor,point_of_interest",P,,,,,2,A,SE,1994,01-Oct-1994,76000,,,WISE,Cargill. Phosphogypsum process (?) water. Spill into Peace River near Fort Meade.
3,0,1,"IMC-Agrico Phosphate, Florida, USA","IMC-Agrico Phosphate, Florida, USA",27.6648274,-81.5157535,APPROXIMATE,ChIJvypWkWV2wYgR0E7HW9MTLvc,US,"administrative_area_level_1,political",P,,,,,2,A,MS,1994,01-Jun-1994,,,,WISE,IMC-Agrico. Sinkhole opens in phosphogypsum stack.
3,0.000527245,2,"Mineracao Serra Grande Tailings Dam  Anglo Ashanti,State of Goias Brazil","Mineracao Serra Grande Tailings Dam  Anglo Ashanti,State of Goias Brazil",-15.8270369,-49.8362237,APPROXIMATE,ChIJ9SC5hmO5XZMR0_CMzfjYxgg,BR,"administrative_area_level_1,political",Au,CL,,27,,1,,,1994,26-Feb-1994,1000,0,0,ICOLD P42,Slip from rise in phreatic surface.caused by poorly constructed ineffectual drains.no release operations halted for 3 weeks lost revenue
1,1.63319656,1,"Merriespruit, near Virginia, South Africa (Harmony) - No 4A Tailings Complex","Merriespruit, near Virginia, South Africa (Harmony) - No 4A Tailings Complex",-28.1176019,26.8409694,APPROXIMATE,ChIJ45nA6DSekR4R5gY4Mn9M_BE,ZA,"political,sublocality,sublocality_level_1",Au,US paddock,T,31,7040000,1,B,OT,1994,22-Feb-1994,600000,4,17,"Fourie 2001(29),ICOLD, WISE, Rico","On Re review by Fourie & others now considered to be a posible liquefaction. Dam wall breach following heavy rain, tailings traveled 4 km downstream, 17 people killed, extensive damage to residential township; No 4 TSF started in 1978 and was only 320m from nearest houses"
1,2.636222862,2,"Olympic Dam, Roxby Downs, South Australia,(BHP)","Olympic Dam, Roxby Downs, South Australia,(BHP)",-30.4758994,136.8876743,GEOMETRIC_CENTER,ChIJDTvfp2icmWoRwX0Nhjs8_kY,AU,"establishment,point_of_interest","Cu,U",,,,,3,U,U,1994,14-Feb-1994,5000000,,,WISE,leakage from unlined tailings impoundment into groundwater.  Up to 5 million m3 of contaminated water into the subsoil.
3,0,3,"Minera Sera Grande: Crixas, Goias, Brazil","Minera Sera Grande: Crixas, Goias, Brazil",-14.5330896,-49.960644,APPROXIMATE,ChIJEYXkgMV-QpMR6v3Rqd8FplE,BR,"administrative_area_level_2,political",Au,DS then US,CST,41,2.25Mt,2,A,SI,1994,01-Feb-1994,0,,,ICOLD,
3,0.040070588,1,"Fort Meade, Florida, Cargill phosphate (#3 of 3)","Fort Meade, Florida, Cargill phosphate (#3 of 3)",,,,,US,,P,,,,,1,A,U,1994,02-Jan-1994,76000,,,WISE,
1,2.214285714,1,"Longjiaoshan, Daye Iron Ore mine, Hubei","Longjiaoshan, Daye Iron Ore mine, Hubei",,,,,CN,,Fe,,,,,1,A,U,1994,01-Jan-1994,,,31,Wei," failure of upstream-type tailings dam during M6.4 earthquake. Flow runout of about 600 meters, spill into river, croplands contaminated."
4,0,1,"Helmsdrf Uranium,Zwckau, Saxny , Germany,Wismut Urnaium","Helmsdrf Uranium,Zwckau, Saxny , Germany,Wismut Urnaium",50.7102169,12.4733725,APPROXIMATE,ChIJwzxMSlYsp0cRsLOIQsuxIQQ,DE,"locality,political",U,US,,59,50Mtsolids/6Mcum ponded water,2,B,SI,1994,,0,0,0,wiseinternational.org/nuclear-monitor/452/failure-helmsdorf-uranium-mill-tailings-dam[20],dam at closed U mill feared unstable at risk of failure with high risk to of toxicity to nearby residents in event of failure.  Dam re enforced but no not clear 2 years ater whether adequate.
2,0.142857143,1,"Marcopper, Marinduque Island, Mogpog Philippines(12/6) (#1 of 2) (Placer Dome-President Marcos)","Marcopper, Marinduque Island, Mogpog Philippines(12/6) (#1 of 2) (Placer Dome-President Marcos)",,,,,PH,,Cu,,,,,1,A,U,1993,06-Dec-1993,,,2,Piplinks,Siltation (tailings) dam failure. Mogpog River and Mogpog town flooded. The dam was completed in 1992.
3,,1,"Gibsonton, Florida, USA (Cargill)","Gibsonton, Florida, USA (Cargill)",27.932501,-82.439572,ROOFTOP,ChIJhbEr8-bEwogRpRBsNSQe3oc,US,"establishment,food,point_of_interest",P,,,,,2,A,U,1993,01-Oct-1993,,,,WISE,Fish killed when acidic water spilled into Archie Creek (WISE). 
3,2.21443E-05,1,"TD 7, Chingola, Zambia","TD 7, Chingola, Zambia",-12.5419553,27.8545867,APPROXIMATE,ChIJwzL9IbWobRkRghT5Tuq0vo0,ZM,"locality,political",Cu,US,T&E,5,,1,A,OT,1993,01-Aug-1993,42,,,ICOLD,
2,,2,"Itogon-Suyoc, Baguio gold district, Luzon, Philippines (Benguet Corp)","Itogon-Suyoc, Baguio gold district, Luzon, Philippines (Benguet Corp)",16.4023332,120.5960071,APPROXIMATE,ChIJP_HeeWihkTMRwHU6vjT13o4,PH,"locality,political","Au,Ag",,,,,1,A,OT,1993,26-Jun-1993,,,,"ICOLD, Piplinks",Itogon-Suyoc Mines.  Overtopping at the dam of the Itogon-Suyoc gold and silver mines occurred during a typhoon when the dam’s penstock and diversion tunnel were blocked. Siltation of the adjoining river. No production after this event.
3,5.27245E-05,1,"Saaiplaas, South Africa, failure on south ring dyke (22Mar93)","Saaiplaas, South Africa, failure on south ring dyke (22Mar93)",-28.0639341,26.8645307,APPROXIMATE,ChIJv_GCYbh1kR4RkF90VBcdJEg,ZA,"political,sublocality,sublocality_level_1",Au,US,CST,28,,1,A,SI,1993,22-Mar-1993,100,,,"Blight, ICOLD","Slope Stability in Surface Mining, W. A. Hustrulid, M. Kim McCarter, Dirk J. A. Van Zyl, 2001, Chapter 42, Management and Operational Background to the Three Tailings Dam Failures in South Africa, G Blight, p. 386.  Three separate events within 4 days.  "
3,5.27245E-05,1,"Saaiplaas, South Africa, 2 failures on west ring dyke (18-19Mar93)","Saaiplaas, South Africa, 2 failures on west ring dyke (18-19Mar93)",-28.0639341,26.8645307,APPROXIMATE,ChIJv_GCYbh1kR4RkF90VBcdJEg,ZA,"political,sublocality,sublocality_level_1",Au,US,CST,28,,1,A,SI,1993,18-Mar-1993,100,,,"Blight, ICOLD","Slope Stability in Surface Mining, W. A. Hustrulid, M. Kim McCarter, Dirk J. A. Van Zyl, 2001, Chapter 42, Management and Operational Background to the Three Tailings Dam Failures in South Africa, G Blight, p. 386.  Three separate events within 4 days.  "
2,0.113884828,1,"Ray Complex, Pinal County, Arizona, AB-BA Impoundment","Ray Complex, Pinal County, Arizona, AB-BA Impoundment",33.1845209,-110.996201,APPROXIMATE,ChIJl8_CnDSPKYcRi3Ls3bVHYLM,US,"locality,political",Cu,US,,46,,1,A,OT,1993,09-Jan-1993,216000,,,EPA 1997,"Swollen out of its banks by the heavy rains, the Gila River breached the AB-BC tailings impoundment containment dike on the night of January 9, 1993.  Continued flooding over the next several days resulted in a total of 13 separate breaches of the dike, three of which eroded through the dike and into the toe of the tailings pile."
2,0.428571429,1,"Marsa, Peru (Marsa Mining Corp)","Marsa, Peru (Marsa Mining Corp)",-8.0585184,-77.4315777,GEOMETRIC_CENTER,ChIJaXNRHz5ErpER-Mh5oHBcUj4,PE,"establishment,point_of_interest",Au,,,,,1,A,OT,1993,,,,6,WISE,Dam failure from overtopping.
4,0,1,"Kojkovac, Montenegro","Kojkovac, Montenegro",42.9600774,19.5835874,APPROXIMATE,ChIJL1QiyMefUhMR2Xprga3JdHo,ME,"locality,political","Pb,Zn",WR,E,,3500000,2,B,ER,1992,01-Nov-1992,0,,,ICOLD,
2,0.263622286,1,"Maritsa Istok 1, Bulgaria","Maritsa Istok 1, Bulgaria",42.733883,25.48583,GEOMETRIC_CENTER,ChIJL1UPTJb-qEARm-Fpel4ssbA,US,"establishment,point_of_interest",Coal,,Ash,15,52000000,1,A,ER,1992,01-Mar-1992,500000,,,"ICOLD, WISE",Dam failure from inundation of the beach.
1,16.99994675,1,"Tubu, Benguet, No.2 Tailings Pond, Luzon, Philippines - Padcal (Philex)","Tubu, Benguet, No.2 Tailings Pond, Luzon, Philippines - Padcal (Philex)",16.2653919,120.6370545,GEOMETRIC_CENTER,ChIJZyyvkcIKkTMRRuE3dXjDD6w,PH,"establishment,point_of_interest",Cu,,,,,1,A,FN,1992,02-Jan-1992,32243000,,,Piplinks,"Philex Mining Corp. Collapse of dam wall (foundation failure). 80,000,000 tonnes released, siltation affected government irrigation system; the 2nd of 3 dams that Philex controls failed in 1994 and a 3rd breached in 2001; Benguet Corp and Lepanto mines have built 5 TSFs each and no longer operate their mines; Itogon-Suyac;s TSF collapsed in 1994 (from UN report (2007))"
3,0.022776966,1,"Ajka Alumina Plant, Kolontár, Hungary #1","Ajka Alumina Plant, Kolontár, Hungary #1",,,,,,,Al,DS,Compacted Fly Ash,,,1,A,ST,1991,03-Nov-1991,43200,,,Kolontár Report[15],"The Kolontar Report (https://www.google.com/?gws_rd=ssl#q=kolontar+hungary+disaster)  Dam break occurred during the construction of Reservoir 10 resulting in alkaline (pH = 10-11) slag water escaping, polluting the rivers Marcal and Rába through the Torna stream to a traceable extent."
3,0.039543343,1,"Iron Dyke, Sullivan Mine, Kimberley, BC, Canada (Cominco, Inc)","Iron Dyke, Sullivan Mine, Kimberley, BC, Canada (Cominco, Inc)",49.6882673,-115.9887157,ROOFTOP,ChIJA-mmrfLUZFMRAVB_HuQJqek,CA,"establishment,point_of_interest,tourist_attraction","Pb,Zn",US,,21,,1,A,SI,1991,23-Aug-1991,75000,,,"ICOLD, WISE, Mt Polley Expert Panel 2015, App I","Dam failure (liquefaction in old tailings foundation during construction of incremental raise), material was contained in an adjacent pond."
3,0.004217957,1,Magma Mine Tailings Dam #3,Magma Mine Tailings Dam #3,,,,,,,Cu,US,,,,1,A,SI,1991,04-Jan-1991,8000,,,EPA 1997,"On January 4, 1991, the face of Tailings Dam No. 3 failed, allowing 150 to 250 tons of tailings to enter Pinto Creek. The tailings discharge was accompanied by approximately two million gallons of water which were released over a period of 16 hours."
3,0.021954206,1,Brewer Gold Mine Jefferson South Carolina,Brewer Gold Mine Jefferson South Carolina,34.6501547,-80.3889566,APPROXIMATE,ChIJmfNcfee5VYgRnLhRtwRZlGM,US,"locality,political",Au,,,,,1,A,U,1990,01-Nov-1990,41639.51,,,"NWF, 2012","The spill killed 11,000 fish and decimated 50 miles of the Lynches River. (Protecting America's Waters from Irresponsible Mining, National Wildlife Federation, February, 2012)"
2,0.100176469,1,"Matachewan Mines, Kirtland Lake, Ontario","Matachewan Mines, Kirtland Lake, Ontario",48.1579478,-80.0186974,ROOFTOP,ChIJGzaVC9pyJE0R1WrHdjADICU,CA,"establishment,point_of_interest",U,,,,,1,A,U,1990,17-Oct-1990,190000,,,"Proceedings of Canadian dam safety conference, Niagara Falls (Canada), Oct 1996; Ontario Environment, 1990","Proceedings: Failure of the dam in 1990, when it discharged 190,000 cu m of tailings into Davidson Creek and the Montreal River. The contaminant plume was observed as far away as Lake Temiskaming, some 168 km downstream. (https://www.etde.org/etdeweb/details.jsp?query_id=1&page=0&osti_id=415194); Ontario Environment (https://archive.org/details/matachewanmineta00ontauoft)"
2,0.263622286,,Little Bay Newfoundland,Little Bay Newfoundland,49.6007321,-55.9519158,APPROXIMATE,ChIJXfLl8mAteEsRet-V5Zi6XO4,CA,"locality,political",,,,,,1,B,,1989,,500000,,,,researchgate.net/publication/10589756_State_of_the_marine_environment_at_Little_Bay_Arm_Newfoundland_and_Labrador_Canada_10_years_after_a_do_nothing_response_to_a_mine_tailings_spill
4,0,1,"Soda Lake, California, USA","Soda Lake, California, USA",35.227468,-119.8901979,APPROXIMATE,ChIJiUI24Bua64ARAjUXrf8nG8I,US,"establishment,natural_feature",Na,US,E,3,,2,A,EQ,1989,17-Oct-1989,,,,ICOLD,
3,5.27245E-05,1,"Silver King, Idaho, USA (#2 see incident #109 1974)","Silver King, Idaho, USA (#2 see incident #109 1974)",,,,,US,,"Ag,Pb",DS,E,9,37000,2,A,OT,1989,05-Aug-1989,100,,,ICOLD,
3,0.022599396,1,"Stancil, Maryland, USA","Stancil, Maryland, USA",39.313556,-76.616388,ROOFTOP,ChIJU_FXIOoEyIkRHeLkUBy2EYo,US,"establishment,point_of_interest",Oil,US,E,9,74000,1,A,SI,1989,,38000,0.1,,"ICOLD, Rico, WISE",
3,0.000158173,1,"Southern Clay, Tennessee, USA","Southern Clay, Tennessee, USA",36.5701766,-85.56121,APPROXIMATE,ChIJORJwEmYHZ4gRIG_C67qdzAY,US,"administrative_area_level_2,political",Clay,WR,E,5,,1,A,SE,1989,,300,,,ICOLD,
4,0,1,"Big Four, Florida, USA","Big Four, Florida, USA",27.6648274,-81.5157535,APPROXIMATE,ChIJvypWkWV2wYgR0E7HW9MTLvc,US,"administrative_area_level_1,political",P,CL,E,,,2,A,FN,1989,,,,,ICOLD,
3,0,1,"Thompson Creek, Idaho, USA (Cyprus)","Thompson Creek, Idaho, USA (Cyprus)",44.2588889,-114.3997222,GEOMETRIC_CENTER,ChIJy8n5xEs2qFQRUpBeF2zcROU,US,"establishment,point_of_interest",Mo,CL,CST,146,27000000,2,A,SE,1989,,,,,ICOLD,
3,0.002425325,1,"Unidentified, Hernando, County, Florida, USA #2","Unidentified, Hernando, County, Florida, USA #2",,,,,US,,Limestone,US,E,12,3300000,1,A,OT,1988,01-Sep-1988,4600,,,ICOLD,
1,1.797642629,1,"Jinduicheng, Shaanxi Province., China","Jinduicheng, Shaanxi Province., China",35.3939908,109.1880047,APPROXIMATE,ChIJn6frE2B6YzYRFldhy29uyUE,CN,"administrative_area_level_1,political",Mo,US,,40,,1,A,OT,1988,30-Apr-1988,700000,,20,"ICOLD, WISE",
2,0.131811143,1,"Consolidated Coal No.1, Tennessee, USA,","Consolidated Coal No.1, Tennessee, USA,",35.5174913,-86.5804473,APPROXIMATE,ChIJA8-XniNLYYgRVpGBpcEgPgM,US,"administrative_area_level_1,political",Coal,DS,MW,85,1000000,2,A,ST,1988,19-Jan-1988,250000,,,"ICOLD, WISE",
3,0.000129702,1,"Riverview, Hillsborough County, Florida","Riverview, Hillsborough County, Florida",27.8661364,-82.3264809,APPROXIMATE,ChIJNdhCcXDRwogRqJXOzz7Ar58,US,"locality,political",P,,,,,1,A,ER,1988,,246,,,WISE; Beavers 2013.,"Gardiner/Cargill.  A breach at a Riverview phosphogypsum stack caused the release of 65,000 gallons of process water into Hillsborough Bay, impacting coastal ecosystems, including sea grasses and mangroves. Acidic spill. Thousands of fish killed at mouth of Alafia River. (An Overview of Phosphate Mining and Reclamation in Florida, Casey Beavers, University of Florida thesis, April 2013)"
3,0,1,"Unidentified, Hernando, County, Florida, USA","Unidentified, Hernando, County, Florida, USA",28.5473855,-82.4218646,ROOFTOP,ChIJ289_7YQc6IgRO79PhI-enE0,US,"establishment,local_government_office,point_of_interest,police",Limestone,DS,E,12,,2,A,FN,1988,,,,,ICOLD,
,,2,"Rain Starter Dam, Elko, Nevada, USA","Rain Starter Dam, Elko, Nevada, USA",40.8324211,-115.7631232,APPROXIMATE,ChIJDY8MGbUEpoARifYFxOmxVdg,US,"locality,political",Au,WR,ER,27,1500000,3,U,U,1988,,,,,ICOLD Bulletin 121 p 135,leak in floor of impoundment discovered from  major seep dwnstream;dam built; captured water returned to dam
3,0,,"Surigao Del Norte Placer, Philippines (#1 of 3) (Manila Mining Corp)","Surigao Del Norte Placer, Philippines (#1 of 3) (Manila Mining Corp)",,,,,PH,,Au,,,,,1,A,U,1987,09-Jul-1987,,,,Piplinks,
3,0.045870278,1,"Montcoal No.7, Raleigh County, West Virginia, USA","Montcoal No.7, Raleigh County, West Virginia, USA",37.9139973,-81.535666,APPROXIMATE,ChIJgTTnsekdT4gRh8IJXB_qUcs,US,"locality,political",Coal,,,,,1,A,U,1987,08-Apr-1987,87000,,,WISE,tailings flow 80 km downstream
,,1,"Bekovsky, Western Siberia","Bekovsky, Western Siberia",61.0137097,99.1966559,APPROXIMATE,ChIJO3rn9brrh1wRTEZnK5gSRCw,RU,"colloquial_area,political",Coal,US,"Argillite, aleurolite",53,52000000,1,A,U,1987,25-Mar-1987,0,,,ICOLD,
3,0.001175755,1,"Xishimen, China","Xishimen, China",39.94048,116.355425,GEOMETRIC_CENTER,ChIJwVyeQrNT8DURm0xQtAvmBgo,CN,"establishment,point_of_interest,subway_station,transit_station",Fe,US,T,31,,1,A,SI,1987,21-Mar-1987,2230,,,ICOLD,
,0,2,"Montana Tunnels, MT, USA (Pegasus Gold)","Montana Tunnels, MT, USA (Pegasus Gold)",46.3647495,-112.072965,ROOFTOP,ChIJv5kvO7VPW1MRWbQb_vM_PY8,US,"establishment,point_of_interest",Au,DS,MW,33,250000,3,U,U,1987,,,,,ICOLD(bulletin 121 P126),Failure of earlier liner failure repair
,,2,"Marianna Mine #58, PA","Marianna Mine #58, PA",,,,,,,Coal,US,E,37,300000,2,A,SI,1986,19-Nov-1986,,,,ICOLD,
2,0.052724457,1,"Mankayan District, Luzon, Phillippines, No.3 Tailings Pond (Benguet Corp subsidiary Lepanto Con Mining Co)","Mankayan District, Luzon, Phillippines, No.3 Tailings Pond (Benguet Corp subsidiary Lepanto Con Mining Co)",16.8770346,120.7809676,APPROXIMATE,ChIJrZriuZ3RkTMRlvz18ZvoulU,PH,"locality,political","Cu,Au",,E,,,1,A,ST,1986,17-Oct-1986,100000,,,"ICOLD, Piplinks",Lepanto Consolidated Mining Corporation. Collapse of tailings pond 3 due to weakened dam embankment caused by additional loading. Siltation of the Abra River which affected 9 municipalities
