severity,magnitude_index,failure_locus,facility_des,facility_loc,latitude,longditude,accuracy,google_place_id,country,type,ore_type,dam_type,dam_fill_material,dam_height,storage_vol,ICOLD_type,ICOLD_key,ICOLD_cause,incident_year,indident_date,release_volume,runout_distance,deaths,sources,notes
1,10.84347577,1,"Buffalo Creek, West Virginia, USA (Pittson Coal Co.)","Buffalo Creek, West Virginia, USA (Pittson Coal Co.)",37.791649,-81.7673582,APPROXIMATE,ChIJrfp_vYgLT4gRt1u9T8vBRmE,US,"establishment,natural_feature",Coal,,,,,1,A,U,1972,26-Feb-1972,500000,64.4,125,"ICOLD, WISE, Rico,Blight Fourie 2004","Tailings traveled 27 km downstream, 125 people lost their lives, 500 homes were destroyed. Property and highway damage exceeded $65 million"
,,1,"Galena Mine, Idaho, USA #1 of 2 (ASARCO)","Galena Mine, Idaho, USA #1 of 2 (ASARCO)",,,,,US,,"Ag,Pb",US,E,14,,2,A,ER,1972,,,,,ICOLD,
,,1,"Atacocha, Peru","Atacocha, Peru",-10.5791271,-76.1878579,GEOMETRIC_CENTER,ChIJETAREFcRCJER6ixkNaldJUI,PE,"establishment,point_of_interest",,,,,,1,B,,1971,,,,,Gil(33),"CONTAMINACIÓN DEL RIO HUALLAGA Y DAÑOS A INFRAESTRUCTURA VIAL (100,000 TON DE RELAVES)"
1,7.822124229,1,"Cities Service, Fort Meade, Florida,  phosphate","Cities Service, Fort Meade, Florida,  phosphate",27.7522526,-81.8017491,APPROXIMATE,ChIJGXjnDwQb3YgR6MkIX75hnro,US,"locality,political",P,,,,,1,A,U,1971,03-Dec-1971,9000000,120,,"WISE, Rico",
1,6.515316229,1,"Certej gold mine, Romania","Certej gold mine, Romania",45.974487,22.9712009,GEOMETRIC_CENTER,ChIJJ0Jub3brTkcRWYwGtizedP8,RO,"establishment,point_of_interest",Au,,,25,,1,A,SI,1971,30-Oct-1971,300000,,89,"Mining Watch Romania, 30Oct14;  Adevărul, 14Oct10","43 years since the Certej gold mine dam failure, Mining Watch Romania, October 30, 2014; Certej 1971 forgotten tragedy of 89 lives buried under 300 thousand cubic meters of mud, Adevărul, October 14, 2010"
,,1,"Pinchi Lake, BC, Canada","Pinchi Lake, BC, Canada",54.627956,-124.404853,APPROXIMATE,ChIJ7QeVmVidiVMRbQ3XTh6zR3A,CA,"locality,political",Hg,WR,E,13,,2,A,ER,1971,,,,,ICOLD,
2,,1,"Ticapampa, Alianza,Peru","Ticapampa, Alianza,Peru",-9.7609823,-77.4429463,APPROXIMATE,ChIJa_pnZiGkqZERz1VlwHiBW2Y,PE,"locality,political",,,,20,,1,B,EQ,1971,,,,,Pacheco,3 deaths
2,,,Chungar Peru,Chungar Peru,-11.0313175,-76.4244916,GEOMETRIC_CENTER,ChIJ9U6_H9l_CJERy4PlflxIir0,PE,"establishment,point_of_interest",,,,,,,,,1971,01-Mar-1971,,,,pebblescience.org/pdfs/Tailings_dam.pdf,miners deaths cited without a number  used average for deaths(AN319) for magnitude score
,,1,"Western Nuclear, Jeffrey City, Wyoming, USA","Western Nuclear, Jeffrey City, Wyoming, USA",42.4885578,-107.7593831,ROOFTOP,ChIJE1-f8_SjXocRKFnV05gIPdw,US,"establishment,point_of_interest",U,,,,,1,A,ST,1971,,,,,ICOLD,
1,6.392995488,1,"Mufulira, Zambia (Roan Consolidated Mines)","Mufulira, Zambia (Roan Consolidated Mines)",-12.5502705,28.2409671,APPROXIMATE,ChIJcfs-atIYbRkRYv5shtLxjRQ,ZM,"locality,political",Cu,,,50,1000000,1,A,MS,1970,01-Sep-1970,68000,,89,"ICOLD, WISE, Blight Fourie 2004",Saturated slime tailings deposited in a TSF #3 over subsidence feature flowed into an underground mine killing 89 miners.
3,0.007908669,1,"Maggie Pye, United Kingdom, clay","Maggie Pye, United Kingdom, clay",,,,,GB,,Clay,US,T,18,,1,A,SI,1970,01-Jan-1970,15000,,,"ICOLD, WISE",
,,1,"Park, United Kingdom","Park, United Kingdom",28.417663,-81.581212,ROOFTOP,ChIJgUulalN-3YgRGoTaWM2LawY,GB,"amusement_park,establishment,point_of_interest,tourist_attraction",Clay,WR,T,3,,1,A,OT,1970,,,,,ICOLD,
,,1,"Portworthy, United Kingdom","Portworthy, United Kingdom",,,,,GB,,Clay,DS,R,15,,1,A,ST,1970,,,,,ICOLD,
,,1,"Unidentified, Mississippi, USA","Unidentified, Mississippi, USA",32.3546679,-89.3985283,APPROXIMATE,ChIJGdRK5OQyKIYR2qbc6X8XDWI,US,"administrative_area_level_1,political",Gypsum,US,T,15,,1,A,OT,1970,,,,,ICOLD,
3,,1,"Almivirca,Quiruvilca, Peru,#2inc","Almivirca,Quiruvilca, Peru,#2inc",,,,,PE,,,,,40,,1,B,EQ,,,,,,Pacheco,
3,0,1,"Williamsport Washer, Maury County, Tennessee, USA","Williamsport Washer, Maury County, Tennessee, USA",35.6866467,-87.2192031,APPROXIMATE,ChIJU7Zr5B9oY4gRXBleV17FQxM,US,"locality,political",P,,,21,,1,A,U,1970,,,,,ICOLD,
,0,1,"Buenaventura,Peru","Buenaventura,Peru",-12.9398442,-74.8046796,GEOMETRIC_CENTER,ChIJqT_nR-36DZERstWaif6lS14,PE,"establishment,point_of_interest",,,,,,1,B,EQ,1969,,,,,acingenieros.com/descargas/pdfs/Articulo_03_Parte_03.pdf,
3,0.005987389,1,"Phoenix Copper, BC","Phoenix Copper, BC",49.098458,-118.590177,APPROXIMATE,ChIJVaVnPndTfVMRw1ZZTXW0MTQ,CA,"locality,political",Cu,US,,,,2,A,SE,1969,12-Sep-1969,11356,,,"Mt Polley Expert Panel 2015, App. I",Piping failure occurred 25 years after closure with a release of 9 million gallons of tailings and supernatant.
2,0.061530562,1,"Bilbao, Spain","Bilbao, Spain",43.2630126,-2.9349852,APPROXIMATE,ChIJuYlLZidOTg0RRaaVHsSsNGU,ES,"locality,political",Fe,,,,,1,A,SI,1969,,115000,0.035,,"ICOLD, WISE",mudslide
3,0,1,"Monsanto Dike 15, TN,","Monsanto Dike 15, TN,",35.5174913,-86.5804473,APPROXIMATE,ChIJA8-XniNLYYgRVpGBpcEgPgM,US,"administrative_area_level_1,political",P,DS,E,43,1230000,2,A,SE,1969,,,,,ICOLD,
,,1,"Yauli-Yacu,Peru","Yauli-Yacu,Peru",-11.6496351,-76.2355891,ROOFTOP,ChIJr9ickCiyCJERwMEi1WedkBo,PE,"establishment,point_of_interest",,US,,80,,1,B,EQ,1968,,,,,"ICOLD,http://www.acingenieros.com/descargas/pdfs/Articulo_03_Parte_03.pdf, Pacheco",Table 1  Page  2 brief desription of dam& cause  ofFailures In Peru
,,1,"Stoney Middleton, UK","Stoney Middleton, UK",53.277288,-1.658657,APPROXIMATE,ChIJqRZrw6EpekgRQaQTcugUgt0,GB,"locality,political",,,,,,1,A,SI,1968,08-Feb-1968,,,,ICOLD,
3,0.051298165,1,"Hokkaido, Japan","Hokkaido, Japan",43.2203266,142.8634737,APPROXIMATE,ChIJi4hsnyBZn18RjwPOT1bDPbw,JP,"administrative_area_level_1,political","Pb,Zn",US,T,12,300000,1,A,EQ,1968,,90000,0.15,,"ICOLD, WISE, Rico",
3,0,1,"Agrico Chemical, Florida, USA","Agrico Chemical, Florida, USA",27.6648274,-81.5157535,APPROXIMATE,ChIJvypWkWV2wYgR0E7HW9MTLvc,US,"administrative_area_level_1,political",P,,,,,1,A,U,1968,,,,,ICOLD,
,,1,"IMC K-2, Saskatchewan, Canada","IMC K-2, Saskatchewan, Canada",52.9399159,-106.4508639,APPROXIMATE,ChIJL3ZlI7Fx-FIRK-HCklcrNBU,CA,"administrative_area_level_1,political",K,US,T,30,,3,U,U,1968,,,,,ICOLD,
1,3.711039319,,"Iwiny Tailings Dam, Poland","Iwiny Tailings Dam, Poland",51.0406823,17.0753196,APPROXIMATE,ChIJOw78YzXDD0cR3j78k745bYw,PL,"locality,political",,,,,,2,A,MS,1967,13-Dec-1967,4600000,,18,ICOLD bulletin 121,sink hole caused by blasting/dewatering of underground mine too close to dam; dam sited over an unidentfed  deep fracture
3,0.006326935,2,"Climax, Colorado, USA - Mill (Climax Molybdenum Co)","Climax, Colorado, USA - Mill (Climax Molybdenum Co)",39.3685383,-106.184114,ROOFTOP,ChIJS4oQmiGNaocRKsL4FJxoLNA,US,"establishment,point_of_interest",Mo,,,,,1,A,U,1967,02-Jul-1967,12000,,,ICOLD,Mill decommissioned in 1970
1,1.054489145,1,"Mobil Chemical, Fort Meade, Florida,  phosphate","Mobil Chemical, Fort Meade, Florida,  phosphate",27.7518774,-81.790827,ROOFTOP,ChIJubdbZ70e3YgRvC25vYkDlis,US,"establishment,gas_station,point_of_interest",P,,,,,1,A,U,1967,01-Mar-1967,2000000,,,"ICOLD, WISE","250,000 m3 of phosphatic clay slimes, 1.8 million m3 of water.  Spill reaches Peace River, fish kill reported"
,,1,"Unidentified, United Kingdom","Unidentified, United Kingdom",51.4021032,-0.6423609,ROOFTOP,ChIJM-vI6Tt5dkgRNzt_MO6LkgU,GB,"establishment,point_of_interest",Coal,DS,,20,,1,A,SI,1967,,,,,ICOLD,
,,1,"Unidentified, United Kingdom #3","Unidentified, United Kingdom #3",,,,,GB,,Coal,DS,MW,14,,2,A,SI,1967,,,,,ICOLD,
,,1,"Unidentified, United Kingdom #2","Unidentified, United Kingdom #2",,,,,GB,,Oil,DS,E,30,,2,A,SE,1967,,,,,ICOLD,
1,10.37112791,1,"Aberfan, South Wales Colliery","Aberfan, South Wales Colliery",51.694515,-3.345293,APPROXIMATE,ChIJRbPkkb88bkgRuT_sVaxLllM,GB,"locality,political",Coal,,,,230000,1,U,,1966,21-Oct-1966,162000,,144,"Blight & Fourie, 2004; WISE; Wikipediahttp://www.nuff.ox.ac.uk/politics/aberfan/home.htm","Coal tip (waste rock pile) failure. Waste dumped over spring on hillside above village in Tips;  a Tip failed in 1939 burying a road, Tip 4 failed in 1944, Tip 7 failed in 1966 and slid into village  WISE has it erroneously as liquefaction failure of dam"
3,0.03690712,3,"Geising/Erzgebirge, German Democratic Republic VEB Zinnerz","Geising/Erzgebirge, German Democratic Republic VEB Zinnerz",50.7569369,13.7922939,APPROXIMATE,ChIJuakfrgyTCUcReUiUkrL0VTs,DE,"locality,political",Sn,,,,,,,,1966,09-Oct-1966,70000,,,WISE,collapse of stream deviation tunnel located under the Tiefenbachtal tailings dam
1,35.29953112,2,"Mir Mine,(Placalnica) Sgorigrad, Bulgaria","Mir Mine,(Placalnica) Sgorigrad, Bulgaria",43.1811827,23.517919,APPROXIMATE,ChIJ4YhUsT0fq0ARgEwOzRSgAAo,BG,"locality,political","Pb,Zn",US,T,,,1,A,U,1966,01-May-1966,450000,8,488,"ICOLD, WISE/Wood[21]/Stava Foundation (22)","Tailings wave traveled 8 km to the city of Vratza and destroyed half of Sgorigrad village 1 km downstream, killing 488 (people.Harvey Wood 2012.This was in the original Icold Bulletn 121 compilation but with no details.  Stava Fundation & Wood provided details for classifications on severity"
,,1,"Williamthorpe, UK","Williamthorpe, UK",53.192461,-1.3616054,APPROXIMATE,ChIJNxLdyYuQeUgRFJAjVnIFqYc,GB,"neighborhood,political",Coal,,MW,,,1,A,OT,1966,24-Mar-1966,,,,ICOLD,
2,0.068541794,1,"Unidentified, Texas, USA","Unidentified, Texas, USA",31.9685988,-99.9018131,APPROXIMATE,ChIJSTKCCzZwQIYRPN4IGI8c6xY,US,"administrative_area_level_1,political",Gypsum,US,T,16,,1,A,SE,1966,,130000,,,"ICOLD, WISE",
3,0.052508096,1,"Gypsum Tailings Dam (Texas, USA)","Gypsum Tailings Dam (Texas, USA)",31.9685988,-99.9018131,APPROXIMATE,ChIJSTKCCzZwQIYRPN4IGI8c6xY,US,"administrative_area_level_1,political",Gypsum,UP,,11,7000000,1,A,SE,1966,,85000,0.3,,"Rico, WISE","Summary of Research on Analyses of Flow Failures of Mine Tailings Impoundments, J. K. Jeyapalan, J. M. Duncan, and H. B. Seed"
3,0.01838144,1,"Derbyshire, United Kingdom","Derbyshire, United Kingdom",53.1046782,-1.5623885,APPROXIMATE,ChIJTRhgylBVd0gRYxzUrCNcT7w,GB,"administrative_area_level_2,political",Coal,DS,,8,,1,B,FN,1966,,30000,0.1,,ICOLD,
,0,1,"Williamthorpe, UK #2","Williamthorpe, UK #2",,,,,GB,,Coal,,,,,1,A,FN,1966,,,,,ICOLD,
3,0.018769231,1,"Tymawr, United Kindom Inc#2 ( see 1961)","Tymawr, United Kindom Inc#2 ( see 1961)",,,,,GB,,Coal,,,25,,1,A,OT,1965,29-Mar-1965,,0.732,,"ICOLD Bulletin 121 P137, WISE",colliery waste on a valley side at an elevation of
1,15.59517128,1,El Cobre Old Dam,El Cobre Old Dam,20.046941,-75.949227,APPROXIMATE,ChIJvd1HnYBDzo4RONmn_1OU6yQ,CU,"locality,political",Cu,US,T,35,4250000,1,A,EQ,1965,28-Mar-1965,1900000,12,200,"ICOLD  Bulletin 121 P109, WISE, Rico","old dam had water cover ( new dam, undamged, didn't)"
2,0.492227908,1,El Cobre New Dam,El Cobre New Dam,,,,,,,Cu,DS,CST,19,350000,1,A,EQ,1965,28-Mar-1965,350000,12,,"ICOLD, WISE , Blight Fourie 2004",pipeline. The downslope bund overtopped and
3,0.146658688,1,"La Patagua New Dam, Chile (La Patagua - private)","La Patagua New Dam, Chile (La Patagua - private)",-34.683333,-71.366667,APPROXIMATE,ChIJiQ54u5tlZJYRredTN_FQfXI,CL,"locality,political",Cu,US,T,15,,1,A,EQ,1965,28-Mar-1965,35000,5,,"ICOLD, Rico","breached, releasing tailings that flowed down to"
3,0.139277264,1,Los Maquis No. 3,Los Maquis No. 3,,,,,,,Cu,US,,15,43000,1,A,EQ,1965,28-Mar-1965,21000,5,,"ICOLD, Rico",an elevation of 65m near the Rhondda River.
3,0.057419941,1,"Bellavista, Chile","Bellavista, Chile",-33.432015,-70.6383949,APPROXIMATE,ChIJCUAiipDFYpYRw3SQXewDwHM,CL,"neighborhood,political",Cu,US,T,20,450000,1,A,EQ,1965,28-Mar-1965,70000,0.8,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
3,0.026062821,1,"Hierro Viejo, Chile","Hierro Viejo, Chile",-32.2832999,-71.0167,APPROXIMATE,ChIJH-ltzs35iJYRqBXaFjN9TCc,CL,"locality,political",Cu,US,T,5,,1,A,EQ,1965,28-Mar-1965,800,1,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
3,7.90867E-05,1,"Ramayana No. 1, Chile","Ramayana No. 1, Chile",,,,,CL,,Cu,US,T,5,,1,A,EQ,1965,28-Mar-1965,150,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,"Cerro Blanco de Polpaico, Chile","Cerro Blanco de Polpaico, Chile",-33.1538502,-70.8497036,GEOMETRIC_CENTER,ChIJWYVLWkiYYpYRQ85FpiNiKRE,CL,route,Limestone,WR,R,9,,2,A,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,"El Cerrado, Chile","El Cerrado, Chile",,,,,CL,,Cu,US,T,25,,2,B,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,Los Maquis No. 1,Los Maquis No. 1,,,,,,,Cu,US,T,15,,2,B,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,"Sauce No. 1, Chile","Sauce No. 1, Chile",,,,,CL,,Cu,US,T,6,,2,A,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,"Sauce No. 2, Chile","Sauce No. 2, Chile",,,,,CL,,Cu,US,T,5,,2,B,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,"Sauce No. 3, Chile","Sauce No. 3, Chile",,,,,CL,,Cu,US,,5,,2,B,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
,,1,"Sauce No. 4, Chile","Sauce No. 4, Chile",,,,,CL,,Cu,US,T,5,,2,B,EQ,1965,28-Mar-1965,,,,ICOLD,"The talings failures of March 28, 1965, were from La Ligua, Chile, earthquake.  This accounts for a sigificant part of the large number of earthquakes in the period of 1960-1970.  About half of the failed dams  were abandoned, and half were lecated at operating mines. (see Villavicencio et al, 2014)"
3,0.173020917,1,Cerro Negro No. (3 of 5),Cerro Negro No. (3 of 5),12.5077778,-86.7022222,APPROXIMATE,ChIJE7gPkSoXcY8ReKQlyG5qe98,NI,"establishment,natural_feature",Cu,US,T,20,500000,1,A,EQ,1965,,85000,5,,"ICOLD, WISE, Rico",dam failied due to EQ
,,1,"American Cyanamid, Florida #2","American Cyanamid, Florida #2",,,,,US,,P,,,,,1,A,U,1965,,,,,ICOLD,
4,0,1,Cerro Negro No. (1 of 5),Cerro Negro No. (1 of 5),12.5077778,-86.7022222,APPROXIMATE,ChIJE7gPkSoXcY8ReKQlyG5qe98,NI,"establishment,natural_feature",Cu,US,T,46,,2,B,EQ,1965,,,,,ICOLD,Cracking due to EQ
4,0,1,Cerro Negro No. (2 of 5),Cerro Negro No. (2 of 5),,,,,,,Cu,US,T,46,,2,B,EQ,1965,,,,,ICOLD,Cracking due to EQ
,,1,El Cobre Small Dam - El Soldado (Penarroya),El Cobre Small Dam - El Soldado (Penarroya),20.046941,-75.949227,APPROXIMATE,ChIJvd1HnYBDzo4RONmn_1OU6yQ,CU,"locality,political",Cu,US,T,26,985000,2,B,EQ,1965,,,,,ICOLD,
,,1,"N'yukka Creek, USSR","N'yukka Creek, USSR",40.9064681,-73.9040412,ROOFTOP,ChIJm-_qK0zywokRRRqGnol2dtY,US,"bar,establishment,food,point_of_interest,restaurant",?,WR,E,12,,2,A,FN,1965,,,,,ICOLD,
,,1,"Unidentified, Idaho, USA","Unidentified, Idaho, USA",44.0682019,-114.7420408,APPROXIMATE,ChIJ6Znkhaj_WFMRWIf3FQUwa9A,US,"administrative_area_level_1,political",P,DS,E,18,,2,A,SI,1965,,,,,ICOLD,
,,1,"Castano Viejo, Argentina, Minera Castano Viejo,National Lead Company S.A.","Castano Viejo, Argentina, Minera Castano Viejo,National Lead Company S.A.",-30.9608555,-69.6245346,APPROXIMATE,ChIJdfJnS4ZMhJYRUdCMyUuEtWs,AR,"locality,political","Pb,Zn,Au",wood,T,9,26500,1,A,SE,1964,,17600,2.2,,Zabala et. al 2018 (43) ;Rodriguez Pacheco(44),no contemporaneous docuementation or images but  forensically appears to be due to rupture of decant pipe causing a satauration  and liquefaction of tailings 3 deaths reported at several sources but not clear ocurred as a result of the failure
,,1,"Alcoa, Texas, USA","Alcoa, Texas, USA",30.564369,-97.066654,APPROXIMATE,ChIJ_TCAkLRXRIYR1i4LxVxCm_k,US,"locality,political",Al,,,19,4500000,1,A,U,1964,01-Oct-1964,,,,ICOLD,
3,5.27245E-05,1,"Utah Construction, Riverton, Wyoming, USA","Utah Construction, Riverton, Wyoming, USA",43.015958,-108.364986,ROOFTOP,ChIJr1AchljcWIcRLkzErKihgEM,US,"establishment,general_contractor,point_of_interest",U,,,,,2,A,OT,1963,16-Jun-1963,100,,,ICOLD,
1,1.739907089,1,"Mines Development, Edgemont, South Dakota, USA","Mines Development, Edgemont, South Dakota, USA",43.3010841,-103.8254758,APPROXIMATE,ChIJMSI6ys0-Y4cR8r-6kfdn9OY,US,"locality,political",U,,,,,1,A,U,1962,11-Jun-1962,3300000,,,ICOLD,
1,18.31718096,1,"Huogudu, Yunnan Tin Group Co., Yunnan","Huogudu, Yunnan Tin Group Co., Yunnan",24.4752847,101.3431058,APPROXIMATE,ChIJKVugMtuD0DYRKayNyrfrPKY,CN,"administrative_area_level_1,political",Sn,US,,,,1,A,U,1962,,11356230,4.5,171,Wei,
3,0.019958316,1,"American Cyanamid, Florida","American Cyanamid, Florida",27.6648274,-81.5157535,APPROXIMATE,ChIJvypWkWV2wYgR0E7HW9MTLvc,US,"administrative_area_level_1,political",Gypsum,,,,,1,A,U,1962,,37854,,,ICOLD; Beavers 2013.,"A gypsum stack dike break occurred at American Cyanamid Phosphate Complex in Brewster, Florida.  Approximately 3 billion gallons of process water were released into Hooker's Prairie.  The water was contained and limed on-site before the water was discharged into the South Prong of the Alafia River.  (An Overview of Phosphate Mining and Reclamation in Florida, Casey Beavers, University of Florida thesis, April 2013)"
3,,1,"Almivirca,Quiruvilca, Peru","Almivirca,Quiruvilca, Peru",-8.0023449,-78.3095598,APPROXIMATE,ChIJq_qeLJq_rZERsriNCUMYumo,PE,"locality,political",,,,40,,1,,EQ,1962,,280,,,""" in Bulletin 121","asume same as ""unidentofied "
,,1,"Union Carbide, Maybell, Colorado, USA","Union Carbide, Maybell, Colorado, USA",40.5163366,-108.0880245,APPROXIMATE,ChIJF1ZhB1OARIcRIo1U4SEvi3w,US,"neighborhood,political",U,,,,,1,A,U,1961,06-Dec-1961,,,,ICOLD,
3,0.016487179,1,"Tymawr, United Kingdon #1","Tymawr, United Kingdon #1",,,,,GB,,Coal,,,,,1,A,OT,1961,01-Dec-1961,,0.643,,ICOLD Bulletin 121 P 137,Lagoon had been formed in the toe of a pile of
2,0.785714286,1,"Jupille, Belgium","Jupille, Belgium",50.64547,5.63488,APPROXIMATE,ChIJUydelx7xwEcRXRGpS7nT_lM,BE,"political,sublocality,sublocality_level_1",Coal,,,,,U,U,U,1961,,,,11,"Blight & Fourie, 2004","Cause - Fly ash dum faulure due to removal of toe support of dump. 11 deaths, houses destroyed."
2,,,Luciana Tailings Failure Satanna Spain,Luciana Tailings Failure Satanna Spain,,,,,,,,,,,,1,A,SI,1960,01-Aug-1960,300000,0.5,18,"Fernadez-, 2017) (",static liquefaction established 2017 thorugh forensic study
3,0.004428854,1,"Lower Indian Creek, MO, USA","Lower Indian Creek, MO, USA",39.5944853,-91.7768291,APPROXIMATE,ChIJjfYYSwqh3YcRs5aMUKqAKlw,US,"locality,political",Pb,US,E,,,2,A,SI,1960,,8400,,,ICOLD,
2,0.316346743,1,"Union Carbide, Green River, Utah, USA","Union Carbide, Green River, Utah, USA",38.9955607,-110.1596352,APPROXIMATE,ChIJxe00-fvwSIcRuvVeQ5gYWqU,US,"locality,political",U,,,,,1,A,OT,1959,19-Aug-1959,600000,,,ICOLD,
1,1.556273483,1,Mailuu-Suu #7 tailings dam (Kyrgyzstan),Mailuu-Suu #7 tailings dam (Kyrgyzstan),,,,,,,U,,,,1200000,1,A,EQ,1958,16-Apr-1958,600000,40,3,wikipedia [34],"About 50% of the entire volume of the dam flowed into the swift Mailuu-Suu River, only 30 metres (98 ft) downhill from the breach. The waste then spread about 40 kilometres (25 mi) downstream across the national border into Uzbekistan then into the heavily populated Fergana Valley. exact number of deaths not given but there were definitely multiple deaths so use the minimum criteria ""3"" to indicate  criteria met"
2,,1,"Millpo, Peru","Millpo, Peru",-15.0733895,-72.8834912,APPROXIMATE,ChIJ55lnmdcCa5ERdOK9P8gontk,PE,"locality,political",,US,,60,,1,,EQ,1956,,,,,"Pacheco,ICOLD",several deaths
,,1,"Grootvlei, South Africa","Grootvlei, South Africa",-26.8023883,28.5272661,APPROXIMATE,ChIJJ4pnNcywlB4RtBURIwdtBLY,ZA,"locality,political",Au,US,T,,,1,A,SI,1956,,,,,ICOLD,
,,1,"Unidentified, Peace River, Florida, USA 3/52","Unidentified, Peace River, Florida, USA 3/52",27.4212706,-81.8537442,APPROXIMATE,ChIJW367f__D3IgReclOwPaxMlk,US,"establishment,natural_feature",P,WR,E,8,,1,A,SI,1952,01-Mar-1952,,,,ICOLD,
2,,1,"Casapalca,Minera Del Centro Peru,Huarochiri Province,Peru","Casapalca,Minera Del Centro Peru,Huarochiri Province,Peru",-11.6770692,-76.2024038,GEOMETRIC_CENTER,ChIJxSiWT72zCJERrtptjmrbDZg,PE,"establishment,point_of_interest,store","Pb,Zn",US,T,60,,1,B,EQ,1952,,,,,"Pacheco,ICOLD","several deaths,"
,,1,"Chinchan, yauliyacou Mine, Peru","Chinchan, yauliyacou Mine, Peru",-13.42553,-76.136711,APPROXIMATE,ChIJtxV-iYYWEJERHYh6uqygcQQ,PE,"locality,political",Ag,,,,,,,,1962,,,,,ICOLD,
,,1,"Unidentified, Alfaria River, Florida, USA 2/52","Unidentified, Alfaria River, Florida, USA 2/52",27.6648274,-81.5157535,APPROXIMATE,ChIJvypWkWV2wYgR0E7HW9MTLvc,US,"administrative_area_level_1,political",P,WR,E,8,,1,A,SI,1952,01-Feb-1952,,,,ICOLD,
,,1,"Unidentified, Peace River, Florida, USA 9/51","Unidentified, Peace River, Florida, USA 9/51",27.4212706,-81.8537442,APPROXIMATE,ChIJW367f__D3IgReclOwPaxMlk,US,"establishment,natural_feature",P,WR,MW,6,,1,A,SE,1951,01-Sep-1951,,,,ICOLD,
,,1,"Unidentified, Peace River, Florida 7/51","Unidentified, Peace River, Florida 7/51",27.4212706,-81.8537442,APPROXIMATE,ChIJW367f__D3IgReclOwPaxMlk,US,"establishment,natural_feature",P,WR,MW,30,,1,A,SE,1951,01-Jul-1951,,,,ICOLD,
1,0.57996903,1,"Unidentified, Peace River, Florida, USA 2/51","Unidentified, Peace River, Florida, USA 2/51",27.4212706,-81.8537442,APPROXIMATE,ChIJW367f__D3IgReclOwPaxMlk,US,"establishment,natural_feature",P,DS,E,,,1,A,SE,1951,,1100000,,,ICOLD,
2,0.079086686,1,"Sullivan Mine, Kimberley, BC, Canada","Sullivan Mine, Kimberley, BC, Canada",49.6882673,-115.9887157,ROOFTOP,ChIJA-mmrfLUZFMRAVB_HuQJqek,CA,"establishment,point_of_interest,tourist_attraction","Pb,Zn",US,T,,,1,A,SI,1948,,150000,,,ICOLD,
3,0.002564103,1,"Castle Dome, Arizona, USA","Castle Dome, Arizona, USA",32.965,-114.46278,APPROXIMATE,ChIJYe-ip4-T1oARjCHSNDWOUZU,US,"locality,political",Cu,US,T,,,1,A,SE,1947,29-Sep-1947,,0.1,,ICOLD,
3,0.021089783,1,"Hollinger, Canada","Hollinger, Canada",,,,,CA,,Au,US,T,15,,1,A,FN,1944,,40000,,,ICOLD,
